official_year,query_doi,resolved_doi,title,pdf_path,status,crossref_status,reference_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_query_doi,error,raw_json_path
2000,10.1509/jmkr.37.2.173.18738,10.1509/jmkr.37.2.173.18738,"Cast Demographics, Unobserved Segments, and Heterogeneous Switching Costs in a Television Viewing Choice Model",data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.173.18738.pdf,ok,200,30,30,64,10.1509/jmkr.37.2.173.18738,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.173.18738.json
2000,10.1509/jmkr.37.2.187.18731,10.1509/jmkr.37.2.187.18731,Choosing What I Want versus Rejecting What I Do Not Want: An Application of Decision Framing to Product Option Choice Decisions,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.187.18731.pdf,ok,200,27,27,228,10.1509/jmkr.37.2.187.18731,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.187.18731.json
2000,10.1509/jmkr.37.2.203.18734,10.1509/jmkr.37.2.203.18734,Consumer Response to Negative Publicity: The Moderating Role of Commitment,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.203.18734.pdf,ok,200,52,52,781,10.1509/jmkr.37.2.203.18734,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.203.18734.json
2000,10.1509/jmkr.37.2.215.18729,10.1509/jmkr.37.2.215.18729,Impact of Product-Harm Crises on Brand Equity: The Moderating Role of Consumer Expectations,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.215.18729.pdf,ok,200,47,47,735,10.1509/jmkr.37.2.215.18729,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.215.18729.json
2000,10.1509/jmkr.37.2.227.18735,10.1509/jmkr.37.2.227.18735,Control Mechanisms and the Relationship Life Cycle: Implications for Safeguarding Specific Investments and Developing Commitment,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.227.18735.pdf,ok,200,58,58,1010,10.1509/jmkr.37.2.227.18735,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.227.18735.json
2000,10.1509/jmkr.37.2.246.18727,10.1509/jmkr.37.2.246.18727,An Investigation of Reference Price Segments,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.246.18727.pdf,ok,200,19,19,143,10.1509/jmkr.37.2.246.18727,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.246.18727.json
2000,10.1509/jmkr.37.2.259.18733,10.1509/jmkr.37.2.259.18733,A Hierarchical Bayes Model for Assortment Choice,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.259.18733.pdf,ok,200,25,25,48,10.1509/jmkr.37.2.259.18733,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.259.18733.json
2000,10.1509/jmkr.37.2.269.18730,10.1509/jmkr.37.2.269.18730,Impact of a Late Entrant on the Diffusion of a New Product/Service,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.269.18730.pdf,ok,200,17,17,142,10.1509/jmkr.37.2.269.18730,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.2.269.18730.json
2000,10.1509/jmkr.37.3.281.18781,10.1509/jmkr.37.3.281.18781,Building Store Loyalty through Store Brands,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.281.18781.pdf,ok,200,36,36,468,10.1509/jmkr.37.3.281.18781,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.281.18781.json
2000,10.1509/jmkr.37.3.292.18777,10.1509/jmkr.37.3.292.18777,Expanding to the Internet: Pricing and Communications Strategies When Firms Compete on Multiple Channels,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.292.18777.pdf,ok,200,25,25,189,10.1509/jmkr.37.3.292.18777,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.292.18777.json
2000,10.1509/jmkr.37.3.309.18778,10.1509/jmkr.37.3.309.18778,Cultural Variations in Country of Origin Effects,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.309.18778.pdf,ok,200,18,18,368,10.1509/jmkr.37.3.309.18778,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.309.18778.json
2000,10.1509/jmkr.37.3.318.18776,10.1509/jmkr.37.3.318.18776,The Effects of Analyzing Reasons for Brand Preferences: Disruption or Reinforcement?,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.318.18776.pdf,ok,200,44,44,31,10.1509/jmkr.37.3.318.18776,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.318.18776.json
2000,10.1509/jmkr.37.3.331.18780,10.1509/jmkr.37.3.331.18780,A Connectionist Model of Brand–Quality Associations,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.331.18780.pdf,ok,200,30,30,211,10.1509/jmkr.37.3.331.18780,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.331.18780.json
2000,10.1509/jmkr.37.3.351.18773,10.1509/jmkr.37.3.351.18773,An Experimental and Theoretical Analysis of Price-Matching Refund Policies,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.351.18773.pdf,ok,200,35,35,114,10.1509/jmkr.37.3.351.18773,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.351.18773.json
2000,10.1509/jmkr.37.3.363.18779,10.1509/jmkr.37.3.363.18779,Internet Recommendation Systems,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.363.18779.pdf,ok,200,24,24,489,10.1509/jmkr.37.3.363.18779,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.363.18779.json
2000,10.1509/jmkr.37.3.376.18775,10.1509/jmkr.37.3.376.18775,Response Latencies in the Analysis of Conjoint Choice Experiments,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.376.18775.pdf,ok,200,25,25,66,10.1509/jmkr.37.3.376.18775,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.376.18775.json
2000,10.1509/jmkr.37.3.383.18782,10.1509/jmkr.37.3.383.18782,The Estimation of Pre- and Postpromotion Dips with Store-Level Scanner Data,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.3.383.18782.pdf,ok,200,31,31,172,10.1509/jmkr.37.3.383.18782,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.3.383.18782.json
2000,10.1509/jmkr.37.4.397.18788,10.1509/jmkr.37.4.397.18788,A Cognitive Model of People's Usage Estimations,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.397.18788.pdf,ok,200,40,40,108,10.1509/jmkr.37.4.397.18788,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.397.18788.json
2000,10.1509/jmkr.37.4.410.18791,10.1509/jmkr.37.4.410.18791,Parameter Bias from Unobserved Effects in the Multinomial Logit Model of Consumer Choice,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.410.18791.pdf,ok,200,30,30,46,10.1509/jmkr.37.4.410.18791,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.410.18791.json
2000,10.1509/jmkr.37.4.427.18796,10.1509/jmkr.37.4.427.18796,The Effects of Incomplete Information on Consumer Choice,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.427.18796.pdf,ok,200,42,42,209,10.1509/jmkr.37.4.427.18796,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.427.18796.json
2000,10.1509/jmkr.37.4.449.18786,10.1509/jmkr.37.4.449.18786,A Multiple-Layer Model of Market-Oriented Organizational Culture: Measurement Issues and Performance Outcomes,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.449.18786.pdf,ok,200,83,83,852,10.1509/jmkr.37.4.449.18786,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.449.18786.json
2000,10.1509/jmkr.37.4.463.18793,10.1509/jmkr.37.4.463.18793,From Uncertain Intentions to Actual Behavior: A Threshold Model of Whether and When Salespeople Quit,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.463.18793.pdf,ok,200,58,58,59,10.1509/jmkr.37.4.463.18793,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.463.18793.json
2000,10.1509/jmkr.37.4.480.18785,10.1509/jmkr.37.4.480.18785,Modeling Fuzzy Data in Qualitative Marketing Research,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.480.18785.pdf,ok,200,28,28,26,10.1509/jmkr.37.4.480.18785,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.480.18785.json
2000,10.1509/jmkr.37.4.490.18795,10.1509/jmkr.37.4.490.18795,Factor Analysis and Missing Data,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.490.18795.pdf,ok,200,15,15,73,10.1509/jmkr.37.4.490.18795,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.490.18795.json
2000,10.1509/jmkr.37.4.499.18790,10.1509/jmkr.37.4.499.18790,Artificial Neural Network Decision Support Systems for New Product Development Project Selection,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.499.18790.pdf,ok,200,24,24,82,10.1509/jmkr.37.4.499.18790,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.499.18790.json
2000,10.1509/jmkr.37.4.508.18794,10.1509/jmkr.37.4.508.18794,Testing the Reliability of Weight Elicitation Methods: Direct Rating versus Point Allocation,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.508.18794.pdf,ok,200,18,18,104,10.1509/jmkr.37.4.508.18794,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.508.18794.json
2000,10.1509/jmkr.37.4.514.18792,10.1509/jmkr.37.4.514.18792,A Multiple-Item Model of Paired Comparisons: Separating Chance from Latent Preference,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.4.514.18792.pdf,ok,200,29,29,8,10.1509/jmkr.37.4.514.18792,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.37.4.514.18792.json
2001,10.1509/jmkr.38.1.100.18835,10.1509/jmkr.38.1.100.18835,Misleading Heuristics and Moderated Multiple Regression Models,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.100.18835.pdf,ok,200,18,18,485,10.1509/jmkr.38.1.100.18835,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.100.18835.json
2001,10.1509/jmkr.38.1.110.18830,10.1509/jmkr.38.1.110.18830,An Empirical Analysis of Firms' Product Line Decisions,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.110.18830.pdf,ok,200,49,49,80,10.1509/jmkr.38.1.110.18830,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.110.18830.json
2001,10.1509/jmkr.38.1.119.18825,10.1509/jmkr.38.1.119.18825,Social Factors Influencing Export Initiation in Small and Medium-Sized Enterprises,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.119.18825.pdf,ok,200,71,71,221,10.1509/jmkr.38.1.119.18825,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.119.18825.json
2001,10.1509/jmkr.38.1.131.18832,10.1509/jmkr.38.1.131.18832,"Satisfaction, Repurchase Intent, and Repurchase Behavior: Investigating the Moderating Effect of Customer Characteristics",data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.131.18832.pdf,ok,200,35,35,1385,10.1509/jmkr.38.1.131.18832,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.131.18832.json
2001,10.1509/jmkr.38.1.14.18836,10.1509/jmkr.38.1.14.18836,Entrenched Knowledge Structures and Consumer Response to New Products,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.14.18836.pdf,ok,200,48,48,419,10.1509/jmkr.38.1.14.18836,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.14.18836.json
2001,10.1509/jmkr.38.1.3.18834,10.1509/jmkr.38.1.3.18834,Truth or Consequences: An Analysis of Vaporware and New Product Announcements,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.3.18834.pdf,ok,200,77,77,151,10.1509/jmkr.38.1.3.18834,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.3.18834.json
2001,10.1509/jmkr.38.1.30.18828,10.1509/jmkr.38.1.30.18828,Transaction Decoupling: How Price Bundling Affects the Decision to Consume,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.30.18828.pdf,ok,200,24,24,213,10.1509/jmkr.38.1.30.18828,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.30.18828.json
2001,10.1509/jmkr.38.1.45.18831,10.1509/jmkr.38.1.45.18831,Examining the Impact of Destructive Acts in Marketing Channel Relationships,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.45.18831.pdf,ok,200,63,63,355,10.1509/jmkr.38.1.45.18831,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.45.18831.json
2001,10.1509/jmkr.38.1.62.18826,10.1509/jmkr.38.1.62.18826,Signaling Strategies in Competitive Interaction: Building Reputations and Hiding the Truth,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.62.18826.pdf,ok,200,65,65,98,10.1509/jmkr.38.1.62.18826,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.62.18826.json
2001,10.1509/jmkr.38.1.73.18833,10.1509/jmkr.38.1.73.18833,"Cross-Functional Product Development Teams, Creativity, and the Innovativeness of New Consumer Products",data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.73.18833.pdf,ok,200,59,59,641,10.1509/jmkr.38.1.73.18833,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.73.18833.json
2001,10.1509/jmkr.38.1.86.18827,10.1509/jmkr.38.1.86.18827,“Pie Sharing” in Complex Collaboration Contexts,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.86.18827.pdf,ok,200,68,68,270,10.1509/jmkr.38.1.86.18827,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.1.86.18827.json
2001,10.1509/jmkr.38.2.143.18840,10.1509/jmkr.38.2.143.18840,Response Styles in Marketing Research: A Cross-National Investigation,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.143.18840.pdf,ok,200,59,59,964,10.1509/jmkr.38.2.143.18840,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.143.18840.json
2001,10.1509/jmkr.38.2.157.18847,10.1509/jmkr.38.2.157.18847,Remote Purchase Environments: The Influence of Return Policy Leniency on Two-Stage Decision Processes,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.157.18847.pdf,ok,200,45,45,341,10.1509/jmkr.38.2.157.18847,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.157.18847.json
2001,10.1509/jmkr.38.2.170.18841,10.1509/jmkr.38.2.170.18841,In Search of Negative Customer Feedback: The Effect of Expecting to Evaluate on Satisfaction Evaluations,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.170.18841.pdf,ok,200,34,34,81,10.1509/jmkr.38.2.170.18841,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.170.18841.json
2001,10.1509/jmkr.38.2.183.18849,10.1509/jmkr.38.2.183.18849,Choice Menus for Mass Customization: An Experimental Approach for Analyzing Customer Demand with an Application to a Web-Based Information Service,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.183.18849.pdf,ok,200,60,60,125,10.1509/jmkr.38.2.183.18849,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.183.18849.json
2001,10.1509/jmkr.38.2.197.18842,10.1509/jmkr.38.2.197.18842,Semiparametric Analysis to Estimate the Deal Effect Curve,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.197.18842.pdf,ok,200,35,35,118,10.1509/jmkr.38.2.197.18842,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.197.18842.json
2001,10.1509/jmkr.38.2.216.18843,10.1509/jmkr.38.2.216.18843,Social Dimensions of Consumer Distinctiveness: The Influence of Social Status on Group Identity and Advertising Persuasion,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.216.18843.pdf,ok,200,42,42,212,10.1509/jmkr.38.2.216.18843,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.216.18843.json
2001,10.1509/jmkr.38.2.225.18838,10.1509/jmkr.38.2.225.18838,Does Doing Good Always Lead to Doing Better? Consumer Reactions to Corporate Social Responsibility,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.225.18838.pdf,ok,200,62,62,3289,10.1509/jmkr.38.2.225.18838,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.225.18838.json
2001,10.1509/jmkr.38.2.244.18844,10.1509/jmkr.38.2.244.18844,The Joint Spatial Representation of Multiple Variable Batteries Collected in Marketing Research,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.244.18844.pdf,ok,200,45,45,26,10.1509/jmkr.38.2.244.18844,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.244.18844.json
2001,10.1509/jmkr.38.2.254.18837,10.1509/jmkr.38.2.254.18837,Subscale Distance and Item Clustering Effects in Self-Administered Surveys: A New Metric,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.254.18837.pdf,ok,200,17,17,20,10.1509/jmkr.38.2.254.18837,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.254.18837.json
2001,10.1509/jmkr.38.2.262.18848,10.1509/jmkr.38.2.262.18848,A Methodology for Linking Customer Acquisition to Customer Retention,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.262.18848.pdf,ok,200,11,11,217,10.1509/jmkr.38.2.262.18848,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.262.18848.json
2001,10.1509/jmkr.38.2.269.18845,10.1509/jmkr.38.2.269.18845,Index Construction with Formative Indicators: An Alternative to Scale Development,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.269.18845.pdf,ok,200,61,61,3320,10.1509/jmkr.38.2.269.18845,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.2.269.18845.json
2001,10.1509/jmkr.38.3.281.18863,10.1509/jmkr.38.3.281.18863,Managing Customer-Initiated Contacts with Manufacturers: The Impact on Share of Category Requirements and Word-of-Mouth Behavior,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.281.18863.pdf,ok,200,45,45,284,10.1509/jmkr.38.3.281.18863,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.281.18863.json
2001,10.1509/jmkr.38.3.298.18867,10.1509/jmkr.38.3.298.18867,Optimizing Television Program Schedules Using Choice Modeling,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.298.18867.pdf,ok,200,32,32,31,10.1509/jmkr.38.3.298.18867,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.298.18867.json
2001,10.1509/jmkr.38.3.313.18869,10.1509/jmkr.38.3.313.18869,Creating Local Brands in Multilingual International Markets,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.313.18869.pdf,ok,200,52,52,88,10.1509/jmkr.38.3.313.18869,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.313.18869.json
2001,10.1509/jmkr.38.3.326.18864,10.1509/jmkr.38.3.326.18864,Threats to the External Validity of Brand Extension Research,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.326.18864.pdf,ok,200,39,39,277,10.1509/jmkr.38.3.326.18864,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.326.18864.json
2001,10.1509/jmkr.38.3.336.18871,10.1509/jmkr.38.3.336.18871,What We See Makes Us who We are: Priming Ethnic Self-Awareness and Advertising Response,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.336.18871.pdf,ok,200,38,38,268,10.1509/jmkr.38.3.336.18871,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.336.18871.json
2001,10.1509/jmkr.38.3.349.18865,10.1509/jmkr.38.3.349.18865,The Role of Market Efficiency Intuitions in Consumer Choice: A Case of Compensatory Inferences,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.349.18865.pdf,ok,200,37,37,97,10.1509/jmkr.38.3.349.18865,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.349.18865.json
2001,10.1509/jmkr.38.3.362.18861,10.1509/jmkr.38.3.362.18861,Why Some New Products are More Successful than Others,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.362.18861.pdf,ok,200,56,56,1009,10.1509/jmkr.38.3.362.18861,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.362.18861.json
2001,10.1509/jmkr.38.3.376.18866,10.1509/jmkr.38.3.376.18866,Modeling Hedonic Portfolio Products: A Joint Segmentation Analysis of Music Compact Disc Sales,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.376.18866.pdf,ok,200,20,20,76,10.1509/jmkr.38.3.376.18866,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.376.18866.json
2001,10.1509/jmkr.38.3.386.18862,10.1509/jmkr.38.3.386.18862,Strategic Management of Expectations: The Role of Disconfirmation Sensitivity and Perfectionism,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.3.386.18862.pdf,ok,200,49,49,135,10.1509/jmkr.38.3.386.18862,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.3.386.18862.json
2001,10.1509/jmkr.38.4.399.18908,10.1509/jmkr.38.4.399.18908,What to Say When: Advertising Appeals in Evolving Markets,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.4.399.18908.pdf,ok,200,87,87,207,10.1509/jmkr.38.4.399.18908,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.4.399.18908.json
2001,10.1509/jmkr.38.4.415.18910,10.1509/jmkr.38.4.415.18910,Understanding What's in a Brand Rating: A Model for Assessing Brand and Attribute Effects and Their Relationship to Brand Equity,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.4.415.18910.pdf,ok,200,37,37,117,10.1509/jmkr.38.4.415.18910,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.4.415.18910.json
2001,10.1509/jmkr.38.4.430.18904,10.1509/jmkr.38.4.430.18904,Designing Conjoint Choice Experiments Using Managers' Prior Beliefs,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.4.430.18904.pdf,ok,200,22,22,370,10.1509/jmkr.38.4.430.18904,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.38.4.430.18904.json
