official_year,title,doi,crossref_reference_count,openalex_status,openalex_id,openalex_referenced_works_count,openalex_referenced_works_len,diff_openalex_minus_crossref
2018,Online Reputation Mechanisms and the Decreasing Value of Chain Affiliation,10.1177/0022243718802844,30,200,https://openalex.org/W4249915307,28,28,-2
2018,Delusion in Attribution: Caveats in Using Attribution for Multimedia Budget Allocation,10.1177/0022243718802845,32,200,https://openalex.org/W4253821790,27,27,-5
2018,Intercompetitor Licensing and Product Innovation,10.1177/0022243718802846,46,200,https://openalex.org/W4238475087,40,40,-6
2018,Inspired to Create: Awe Enhances Openness to Learning and the Desire for Experiential Creation,10.1177/0022243718802853,66,200,https://openalex.org/W3124022607,59,59,-7
2018,Does Selective Sales Force Training Work?,10.1177/0022243718803096,36,200,https://openalex.org/W4238354545,33,33,-3
2018,How Evaluations of Multiple Percentage Price Changes Are Influenced by Presentation Mode and Percentage Ordering: The Role of Anchoring and Surprise,10.1177/0022243718808554,42,200,https://openalex.org/W4237655339,39,39,-3
2018,The Effect of Perceived Similarity on Sequential Risk Taking,10.1177/0022243718810800,67,200,https://openalex.org/W4251298467,62,62,-5
2018,Egocentric Improvement Evaluations: Change in the Self as an Anchor for Brand Improvement Judgments,10.1177/0022243718810801,44,200,https://openalex.org/W4255187997,44,44,0
2018,"Misresponse to Survey Questions: A Conceptual Framework and Empirical Test of the Effects of Reversals, Negations, and Polar Opposite Core Concepts",10.1177/0022243718811848,33,200,https://openalex.org/W4251514652,32,32,-1
2018,Cashback Is Cash Forward: Delaying a Discount to Entice Future Spending,10.1177/0022243718811853,26,200,https://openalex.org/W4241389579,26,26,0
2018,"Spillover Effects of Mission Activities on Revenues in Nonprofit Health Care: The Case of Aravind Eye Hospitals, India",10.1177/0022243718813347,36,200,https://openalex.org/W2901757833,35,35,-1
2018,"Attention, Information Processing, and Choice in Incentive-Aligned Choice Experiments",10.1177/0022243718817004,55,200,https://openalex.org/W2907186477,53,53,-2
2018,Talk Bursts: The Role of Spikes in Prerelease Word-of-Mouth Dynamics,10.1177/0022243718817007,61,200,https://openalex.org/W4231644779,54,54,-7
2018,“There Ain’t No Such Thing as a Free Lunch”: Consumers’ Reactions to Pseudo-Free Offers,10.1177/0022243718817010,48,200,https://openalex.org/W4231493848,38,38,-10
2018,Man Versus Machine: Resisting Automation in Identity-Based Consumer Behavior,10.1177/0022243718818423,40,200,https://openalex.org/W4232279720,36,36,-4
2018,To Bargain or Not to Bargain: The Role of Fixed Costs in Price Negotiations,10.1177/0022243718818451,31,200,https://openalex.org/W4256245427,24,24,-7
2018,Building a Social Network for Success,10.1509/jmr.12.0417,39,200,https://openalex.org/W2775925441,55,55,16
2018,A Probit Model with Structured Covariance for Similarity Effects and Source of Volume Calculations,10.1509/jmr.13.0240,28,200,https://openalex.org/W3123952839,29,29,1
2018,The Influence of Time-Interval Descriptions on Goal-Pursuit Decisions,10.1509/jmr.14.0088,54,200,https://openalex.org/W2681688998,51,51,-3
2018,Modeling Simultaneous Multiple Goal Pursuit and Adaptation in Consumer Choice,10.1509/jmr.14.0102,41,200,https://openalex.org/W2775007035,40,40,-1
2018,Is Cash King for Sales Compensation Plans? Evidence from a Large-Scale Field Intervention,10.1509/jmr.14.0290,49,200,https://openalex.org/W2779716612,53,53,4
2018,Making Warnings about Misleading Advertising and Product Recalls more Effective: An Implicit Attitude Perspective,10.1509/jmr.14.0305,44,200,https://openalex.org/W2766489727,43,43,-1
2018,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,10.1509/jmr.14.0483,43,200,https://openalex.org/W2773766477,42,42,-1
2018,An Empirical Study of Uniform and Differential Pricing in the Movie           Theatrical Market,10.1509/jmr.14.0632,39,200,https://openalex.org/W2785576701,36,36,-3
2018,Network Overlap and Content Sharing on Social Media Platforms,10.1509/jmr.14.0643,55,200,https://openalex.org/W2789104475,65,65,10
2018,How Customer Referral Programs Turn Social Capital into Economic Capital,10.1509/jmr.14.0653,62,200,https://openalex.org/W2740731669,72,72,10
2018,How Encouraging Niceness Can Incentivize Nastiness: An Unintended Consequence of Advertising Reform,10.1509/jmr.14.0654,47,200,https://openalex.org/W3123129042,36,36,-11
2018,"When Promoting Similarity Slows Satiation: The Relationship of Variety, Categorization, Similarity, and Satiation",10.1509/jmr.15.0010,23,200,https://openalex.org/W2802672130,24,24,1
2018,"Mirror, Mirror on the Retail Wall: Self-Focused Attention Promotes Reliance on Feelings in Consumer Decisions",10.1509/jmr.15.0080,75,200,https://openalex.org/W2790844761,76,76,1
2018,The Determinants and Consequences of Search Cost Heterogeneity: Evidence from Local Gasoline Markets,10.1509/jmr.15.0146,58,200,https://openalex.org/W3124949860,56,56,-2
2018,Points of (Dis)parity: Expectation Disconfirmation from Common Attributes in Consumer Choice,10.1509/jmr.15.0233,36,200,https://openalex.org/W2606439493,37,37,1
2018,Frontline Problem-Solving Effectiveness: A Dynamic Analysis of Verbal and Nonverbal Cues,10.1509/jmr.15.0243,71,200,https://openalex.org/W2765195011,66,66,-5
2018,In God's Hands: How Reminders of God Dampen the Effectiveness of Fear Appeals,10.1509/jmr.15.0246,49,200,https://openalex.org/W2748467094,51,51,2
2018,The Abercrombie &amp; Fitch Effect: The Impact of Physical Dominance on Male Customers' Status-Signaling Consumption,10.1509/jmr.15.0247,39,200,https://openalex.org/W2735769720,35,35,-4
2018,Efficient Large-Scale Internet Media Selection Optimization for Online Display Advertising,10.1509/jmr.15.0307,63,200,https://openalex.org/W2799781735,49,49,-14
2018,The Teasing Effect: An Underappreciated Benefit of Creating and Resolving an Uncertainty,10.1509/jmr.15.0346,99,200,https://openalex.org/W2785835441,96,96,-3
2018,TV Viewing and Advertising Targeting,10.1509/jmr.15.0421,36,200,https://openalex.org/W2761180040,45,45,9
2018,How Deviations from Performance Norms Impact Charitable Donations,10.1509/jmr.15.0509,49,200,https://openalex.org/W2757352553,47,47,-2
2018,When and how Managers' Responses to Online Reviews Affect Subsequent Reviews,10.1509/jmr.15.0511,34,200,https://openalex.org/W2513205909,30,30,-4
2018,Double Mental Discounting: When a Single Price Promotion Feels Twice as Nice,10.1509/jmr.15.0559,38,200,https://openalex.org/W2772609881,34,34,-4
2018,The Impact of Mergers and Acquisitions on the Sales Force,10.1509/jmr.16.0059,53,200,https://openalex.org/W2773522644,49,49,-4
2018,(I'm) Happy to Help (You): The Impact of Personal Pronoun Use in Customer–Firm Interactions,10.1509/jmr.16.0118,83,200,https://openalex.org/W2786306177,83,83,0
2018,Retention Futility: Targeting High-Risk Customers Might be Ineffective,10.1509/jmr.16.0163,58,200,https://openalex.org/W3122149192,49,49,-9
2018,Agglomeration as a Driver of the Volume of Electronic Word of Mouth in the Restaurant Industry,10.1509/jmr.16.0182,61,200,https://openalex.org/W2793153858,62,62,1
2018,The Club Store Effect: Impact of Shopping in Warehouse Club Stores on Consumers' Packaged Food Purchases,10.1509/jmr.16.0235,58,200,https://openalex.org/W2772866280,55,55,-3
2018,Firms' Strategic Leverage of Unplanned Exposure and Planned Advertising: An Analysis in the Context of Celebrity Endorsements,10.1509/jmr.16.0260,36,200,https://openalex.org/W2750575675,35,35,-1
2018,"Social Information Avoidance: When, why, and how it is Costly in Goal Pursuit",10.1509/jmr.16.0268,53,200,https://openalex.org/W2779144671,58,58,5
2018,The Impact of Death-Related Media Information on Consumer Value Orientation and Scope Sensitivity,10.1509/jmr.16.0282,61,200,https://openalex.org/W2771264452,67,67,6
2018,The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,10.1509/jmr.16.0283,64,200,https://openalex.org/W2607032824,60,60,-4
2018,Matchmaker Competition and Technology Provision,10.1509/jmr.16.0423,32,200,https://openalex.org/W2778770471,30,30,-2
2018,Circle of Incompetence: Sense of Understanding as an Improper Guide to Investment Risk,10.1509/jmr.16.0429,84,200,https://openalex.org/W2785376705,81,81,-3
2018,Modeling Gift Choice: The Effect of Uncertainty on Price Sensitivity,10.1509/jmr.16.0453,47,200,https://openalex.org/W2785565799,47,47,0
2018,Reframing the Discount as a Comparison against the Sale Price: Does it Make the Discount More Attractive?,10.1509/jmr.16.0599,41,200,https://openalex.org/W2786975500,39,39,-2
2018,Are you Back for Good or Still Shopping Around? Investigating Customers' Repeat Churn Behavior,10.1509/jmr.16.0623,28,200,https://openalex.org/W2773961354,31,31,3
2018,Neural Profiling of Brands: Mapping Brand Image in Consumers’ Brains with Visual Templates,10.1509/jmr.17.0019,85,200,https://openalex.org/W2787591640,81,81,-4
2018,When Showrooming Increases Retailer Profit,10.1509/jmr.17.0059,44,200,https://openalex.org/W2531345612,40,40,-4
2019,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,10.1177/0022243718810524,59,200,https://openalex.org/W2910571853,59,59,0
2019,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",10.1177/0022243718811296,83,200,https://openalex.org/W2913362242,81,81,-2
2019,The Sleepy Consumer and Variety Seeking,10.1177/0022243718811334,77,200,https://openalex.org/W2906967410,80,80,3
2019,Political Identity and Financial Risk Taking: Insights from Social Dominance Orientation,10.1177/0022243718813331,68,200,https://openalex.org/W2921962300,82,82,14
2019,Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking,10.1177/0022243718813544,65,200,https://openalex.org/W2913039595,62,62,-3
2019,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,10.1177/0022243718813987,29,200,https://openalex.org/W3125718908,25,25,-4
2019,Selectively Emotional: How Smartphone Use Changes User-Generated Content,10.1177/0022243718815429,47,200,https://openalex.org/W2913549175,41,41,-6
2019,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,10.1177/0022243718816952,65,200,https://openalex.org/W2929944927,57,57,-8
2019,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",10.1177/0022243718817513,34,200,https://openalex.org/W2914587198,33,33,-1
2019,Opportunity Cost Overestimation,10.1177/0022243718819474,34,200,https://openalex.org/W2939371896,32,32,-2
2019,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,10.1177/0022243718820548,69,200,https://openalex.org/W4242399553,65,65,-4
2019,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,10.1177/0022243718820559,74,200,https://openalex.org/W2908210228,60,60,-14
2019,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,10.1177/0022243718820560,55,200,https://openalex.org/W2907164433,56,56,1
2019,Falling Back on Numbers: When Preference for Numerical Product Information Increases after a Personal Control Threat,10.1177/0022243718820570,64,200,https://openalex.org/W2905780063,65,65,1
2019,Brand Name Types and Consumer Demand: Evidence from China’s Automobile Market,10.1177/0022243718820571,62,200,https://openalex.org/W2608000931,57,57,-5
2019,"Up, Up, and Away: Upgrading as a Response to Dissimilar Brand Users",10.1177/0022243718820572,48,200,https://openalex.org/W2905478414,48,48,0
2019,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,10.1177/0022243718820585,90,200,https://openalex.org/W2906872296,81,81,-9
2019,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,10.1177/0022243718820587,68,200,https://openalex.org/W2908027574,62,62,-6
2019,Branded Apps and Their Impact on Firm Value: A Design Perspective,10.1177/0022243718820588,62,200,https://openalex.org/W2907193334,60,60,-2
2019,Assessing Sensitive Consumer Behavior Using the Item Count Response Technique,10.1177/0022243718821312,49,200,https://openalex.org/W2906877942,49,49,0
2019,Frugality Is Hard to Afford,10.1177/0022243718821660,46,200,https://openalex.org/W3125850636,45,45,-1
2019,Price-Matching Guarantees as a Direct Signal of Low Prices,10.1177/0022243718821666,55,200,https://openalex.org/W2910785340,52,52,-3
2019,Prosocial Goal Pursuit in Crowdfunding: Evidence from Kickstarter,10.1177/0022243718821697,59,200,https://openalex.org/W2933435847,54,54,-5
2019,"How Should Firms Manage Excessive Product Use? A Continuous-Time Demand Model to Test Reward Schedules, Notifications, and Time Limits",10.1177/0022243718821698,57,200,https://openalex.org/W2924677245,51,51,-6
2019,Speaking for “Free”: Word of Mouth in Free- and Paid-Product Settings,10.1177/0022243718821957,53,200,https://openalex.org/W2911497168,51,51,-2
2019,When Posting About Products on Social Media Backfires: The Negative Effects of Consumer Identity Signaling on Product Interest,10.1177/0022243718821960,54,200,https://openalex.org/W2910788408,51,51,-3
2019,Value Appropriation and Firm Shareholder Value: Role of Advertising and Receivables Management,10.1177/0022243718822506,86,200,https://openalex.org/W4247881158,85,85,-1
2019,Service Robots Rising: How Humanoid Robots Influence Service Experiences and Elicit Compensatory Consumer Responses,10.1177/0022243718822827,146,200,https://openalex.org/W2941128398,111,111,-35
2019,Optimal Design of Free Samples for Digital Products and Services,10.1177/0022243718823169,36,200,https://openalex.org/W2940771723,35,35,-1
2019,The Impact of a Complement-Based Assortment Organization on Purchases,10.1177/0022243718823698,53,200,https://openalex.org/W2904014407,52,52,-1
2019,Modeling Emerging-Market Firms’ Competitive Retail Distribution Strategies,10.1177/0022243718823711,75,200,https://openalex.org/W2941841447,62,62,-13
2019,Climb or Jump: Status-Based Seeding in User-Generated Content Networks,10.1177/0022243718824081,52,200,https://openalex.org/W2795188944,52,52,0
2019,Managing Laggards: The Importance of a Deep Sales Bench,10.1177/0022243718824561,44,200,https://openalex.org/W2945800275,46,46,2
2019,Sales Force Compensation Design for Two-Sided Market Platforms,10.1177/0022243719825818,34,200,https://openalex.org/W2948945478,34,34,0
2019,The Bright Side of Having an Enemy,10.1177/0022243719827916,34,200,https://openalex.org/W2945957690,29,29,-5
2019,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,10.1177/0022243719827963,44,200,https://openalex.org/W2947061688,44,44,0
2019,Mapping Time: How the Spatial Representation of Time Influences Intertemporal Choices,10.1177/0022243719827967,58,200,https://openalex.org/W2409878526,55,55,-3
2019,Putting the Person Back in Person-Brands: Understanding and Managing the Two-Bodied Brand,10.1177/0022243719830654,110,200,https://openalex.org/W2944962987,69,69,-41
2019,"Strategic Manipulation of University Rankings, the Prestige Effect, and Student University Choice",10.1177/0022243719831258,46,200,https://openalex.org/W2947185457,49,49,3
2019,P2V-MAP: Mapping Market Structures for Large Retail Assortments,10.1177/0022243719833631,54,200,https://openalex.org/W2948435981,50,50,-4
2019,In Mobile We Trust: The Effects of Mobile Versus Nonmobile Reviews on Consumer Purchase Intentions,10.1177/0022243719834514,67,200,https://openalex.org/W2920901109,64,64,-3
2019,The Charm of Behavior-Based Pricing: When Consumers’ Taste Is Diverse and the Consideration Set Is Limited,10.1177/0022243719834945,26,200,https://openalex.org/W2954544091,26,26,0
2019,Product Launches with New Attributes: A Hybrid Conjoint–Consumer Panel Technique for Estimating Demand,10.1177/0022243719843132,43,200,https://openalex.org/W2760830699,34,34,-9
2019,Let the Logo Do the Talking: The Influence of Logo Descriptiveness on Brand Equity,10.1177/0022243719845000,62,200,https://openalex.org/W2952063691,62,62,0
2019,The Secret Ingredient Is Me: Customization Prompts Self-Image-Consistent Product Perceptions,10.1177/0022243719846063,34,200,https://openalex.org/W2954703484,32,32,-2
2019,When Salespeople Manage Customer Relationships: Multidimensional Incentives and Private Information,10.1177/0022243719847661,41,200,https://openalex.org/W2900417893,40,40,-1
2019,The Value of Rapid Delivery in Omnichannel Retailing,10.1177/0022243719849940,34,200,https://openalex.org/W4256203603,29,29,-5
2019,The “Commitment Projection” Effect: When Multiple Payments for a Product Affect Defection from a Service,10.1177/0022243719850504,83,200,https://openalex.org/W2961396636,82,82,-1
2019,When “More” Seems Like Less: Differential Price Framing Increases the Choice Share of Higher-Priced Options,10.1177/0022243719851490,71,200,https://openalex.org/W4230732278,70,70,-1
2019,Task-Dependent Algorithm Aversion,10.1177/0022243719851788,57,200,https://openalex.org/W2961720344,50,50,-7
2019,When Words Sweat: Identifying Signals for Loan Default in the Text of Loan Applications,10.1177/0022243719852959,83,200,https://openalex.org/W3015337523,76,76,-7
2019,Measuring Rank-Based Utility in Contests: The Effect of Disclosure Schemes,10.1177/0022243719853289,36,200,https://openalex.org/W2971088477,44,44,8
2019,A Tale of Two Twitterspheres: Political Microblogging During and After the 2016 Primary and Presidential Debates,10.1177/0022243719861923,57,200,https://openalex.org/W4249424355,40,40,-17
2019,The Impact of Increasing Search Frictions on Online Shopping Behavior: Evidence from a Field Experiment,10.1177/0022243719865516,35,200,https://openalex.org/W4246021547,30,30,-5
2019,Media Coverage of Climate Change and Sustainable Product Consumption: Evidence from the Hybrid Vehicle Market,10.1177/0022243719865898,48,200,https://openalex.org/W2972329944,45,45,-3
2019,When Does Customer Participation Matter? An Empirical Investigation of the Role of Customer Empowerment in the Customer Participation–Performance Link,10.1177/0022243719866408,62,200,https://openalex.org/W2974400980,61,61,-1
2019,Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning,10.1177/0022243719866690,56,200,https://openalex.org/W2970515480,50,50,-6
2019,Personalizing the Customization Experience: A Matching Theory of Mass Customization Interfaces and Cultural Information Processing,10.1177/0022243719867698,74,200,https://openalex.org/W2978817917,71,71,-3
2019,The Surprising Breadth of Harbingers of Failure,10.1177/0022243719867935,11,200,https://openalex.org/W2977893990,10,10,-1
2019,Competition of Content Acquisition and Distribution Under Consumer Multipurchase,10.1177/0022243719870803,35,200,https://openalex.org/W4241255044,33,33,-2
2020,Mindful Matching: Ordinal Versus Nominal Attributes,10.1177/0022243719853221,48,200,https://openalex.org/W3121506766,46,46,-2
2020,Price Promotions Cause Impatience,10.1177/0022243719871946,47,200,https://openalex.org/W2983322231,49,49,2
